,train_loss,validation_loss,test_corr
0,-0.6668668786684672,0.24999962747097015,0.7941175699234009
1,-0.7685067529479662,-0.0500001460313797,0.7588234543800354
2,-0.6643277376890182,-0.3499995544552803,0.7235293388366699
3,-0.6735477315882842,0.14999970048666,0.7058823108673096
4,-0.7591484228769938,-0.54999940097332,0.7911763787269592
5,-0.7847147385279337,-0.6499993354082108,0.7529411315917969
6,-0.7654157797495524,-0.29999940097332,0.6764705181121826
7,-0.7656815439462662,-0.44999948143959045,0.7647058367729187
8,-0.8808160146077474,-0.29999940097332,0.6882352232933044
9,-0.8948556005954742,0.44999948143959045,0.7088234424591064
10,-0.9048167904218037,-0.29999940097332,0.6794117093086243
11,-0.8741509397824605,-0.44999948143959045,0.5852940678596497
12,-0.6544126267234485,-0.29999940097332,0.5852940678596497
13,-0.7300472637017568,-0.14999970048666,0.5764705538749695
14,-0.8906982521216075,0.09999954700469971,0.5911763906478882
15,-0.7829701711734136,-0.0500001460313797,0.6647058129310608
