,train_loss,validation_loss,test_corr
0,-0.5248779356479645,-0.6499993354082108,0.8941175937652588
1,-0.6301417191823323,-0.9999988675117493,0.7588234543800354
2,-0.8614498317241669,-0.8999989628791809,0.6764705181121826
3,-0.8165368437767029,-0.6499993354082108,0.6205881834030151
4,-0.8058973655104638,-0.9999988675117493,0.6205881834030151
5,-0.8052726452549298,-0.8999989628791809,0.802941083908081
6,-0.7013650546471278,-0.7999990284442902,0.6941176056861877
7,-0.8355278878783187,-0.6499993354082108,0.7058823108673096
8,-0.8278468082348506,-0.8999989628791809,0.7176470160484314
9,-0.885928671558698,-0.9999988675117493,0.6882352232933044
10,-0.8254979133605957,-0.54999940097332,0.7647058367729187
11,-0.8811681071917216,-0.8999989628791809,0.6382352113723755
