,train_loss,validation_loss,test_corr
0,-0.12172442426284154,-0.8999989628791809,0.7088234424591064
1,-0.6328874592979749,-0.44999948143959045,0.741176426410675
2,-0.670779221256574,-0.6999991089105606,0.7852940559387207
3,-0.7829001148541769,-0.6499993354082108,0.802941083908081
4,-0.7162825445334117,-3.5762786865234375e-07,0.7647058367729187
5,-0.7481358508268993,-0.6499993354082108,0.7029411196708679
6,-0.6621882726748785,-0.44999948143959045,0.6941176056861877
7,-0.8436496973037719,-0.6499993354082108,0.7176470160484314
8,-0.8379511555035909,-0.8999989628791809,0.8264704942703247
9,-0.6751972734928131,-0.8999989628791809,0.8205881714820862
10,-0.8250380307435989,-0.7499992400407791,0.8088234663009644
