,train_loss,validation_loss,test_corr
0,-0.3971842771396041,-0.44999948143959045,0.3264705538749695
1,-0.5239199350277582,-0.6999991089105606,0.7117646336555481
2,-0.7859138588110606,-0.7999990284442902,0.8411763906478882
3,-0.6601473957300186,-0.44999948143959045,0.8382351994514465
4,-0.7796625057856242,0.0500001460313797,0.741176426410675
5,-0.6628504306077957,0.0500001460313797,0.7676469683647156
6,-0.7846636633078258,-0.44999948143959045,0.7705881595611572
7,-0.7952750146389007,-0.6499993354082108,0.8088234663009644
8,-0.7779319107532501,0.14999970048666,0.7441175580024719
9,-0.8372516286869843,-0.44999948143959045,0.7117646336555481
10,-0.7589645485083262,-0.049999773502349854,0.761764645576477
11,-0.7285637239615123,-0.44999948143959045,0.6647058129310608
12,-0.8398452738920847,-0.6499993354082108,0.6970587372779846
