,train_loss,validation_loss,test_corr
0,-0.06226442152013381,0.049999773502349854,0.5264705419540405
1,-0.33655189027388893,0.3499995544552803,0.5147058367729187
2,-0.4013487945000331,-0.6499993354082108,0.5147058367729187
3,-0.45522776345411936,-0.8999989628791809,0.5088234543800354
4,-0.6191543300946554,-0.44999948143959045,0.5676469802856445
5,-0.788319640358289,-0.8999989628791809,0.6911764144897461
6,-0.7236096491416295,-0.8999989628791809,0.6970587372779846
7,-0.7120766252279281,-0.44999948143959045,0.7176470160484314
8,-0.8217121243476868,-0.44999948143959045,0.6705881953239441
9,-0.5822253656884034,-0.15000008046627045,0.6911764144897461
10,-0.618934100245436,-0.8999989628791809,0.7088234424591064
11,-0.7053182403246562,-0.6499993354082108,0.6558822989463806
12,-0.6682512501875559,-0.6499993354082108,0.7235293388366699
13,-0.6161891589562098,-0.54999940097332,0.7147058248519897
